record_id,ecosystem,source,original_title,normalized_title,pass1_reference,pass1_match_class,otter_id,otter_date,packet_dir,aosrd_catalog_record,aosrd_web_url,aosrd_pdf_url,aosrd_pdf_availability,youtube_id,youtube_url,youtube_availability,youtube_title,youtube_published_date,youtube_duration,youtube_captions_status,youtube_transcript_indication,vimeo_url,vimeo_availability,vimeo_captions_status,rumble_url,rumble_availability,rumble_captions_status,external_representation_types,relationship_to_existing_bds_session,local_representation_already_present,potentially_new_source_status,external_text_opportunity,notes
aosrd-webinars-010-_slDDht8T8c,AOSRD_Clearfield,aosrd_webinars_youtube,Integrative Medicine Meets Applied Physics w Dr Chris Meletis – Video,integrative medicine meets applied physics w dr chris meletis video,aosrd-webinars-010-_slDDht8T8c,possible,SiB7Ifahh4_dfJVERQgP60auXjw;sLBIeA_Jmb8LAaQrgfDavdK3onA,2026-05-19;2025-10-28,Research/lectures/clearfield-webinar-2026-05-19;Research/lectures/clearfield-webinar-2025-10-28,present_local,https://aosrd.org/webinars/,,,_slDDht8T8c,https://youtu.be/_slDDht8T8c,available_external,Integrative Medicine Meets Applied Physics w Dr Chris Meletis,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=2; local=otter_transcript_local
aosrd-webinars-011-4uO525HIEm0,AOSRD_Clearfield,aosrd_webinars_youtube,AI in Healthcare with Dr. Benoit Tano – Video – 17  June 2026,ai in healthcare with dr benoit tano video 17 june 2026,aosrd-webinars-011-4uO525HIEm0,possible,81vgkJ55QnsvesXbnyxCMQPr6Rc,2026-06-09,Research/lectures/clearfield-webinar-2026-06-09,present_local,https://aosrd.org/webinars/,,,4uO525HIEm0,https://youtu.be/4uO525HIEm0,available_external,AI in Healthcare with Dr. Benoit Tano,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-012-EcAxOut2zBI,AOSRD_Clearfield,aosrd_webinars_youtube,"Everyone Knows Someone with Cancer, What Can We Do About it with – Video – 17 June 2026",everyone knows someone with cancer what can we do about it with video 17 june 2026,aosrd-webinars-012-EcAxOut2zBI,possible,avbRWMav2fwgobz9r7HjwR4z44I,2026-06-02,Research/lectures/clearfield-webinar-2026-06-02,present_local,https://aosrd.org/webinars/,,,EcAxOut2zBI,https://youtu.be/EcAxOut2zBI,available_external,"Everyone Knows Someone with Cancer, What Can We Do About it with",,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-013-U2sLxeOYnFU,AOSRD_Clearfield,aosrd_webinars_youtube,The Histology of Morgellons Nobody’s Talking About – Video,the histology of morgellons nobody s talking about video,aosrd-webinars-013-U2sLxeOYnFU,no_match,,,,present_local,https://aosrd.org/webinars/,,,U2sLxeOYnFU,https://www.youtube.com/watch?v=U2sLxeOYnFU,available_external,The Histology of Morgellons Nobody's Talking About,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,potentially_new_session,no,potentially_new_session,not_checked,oembed_author=Morgellons Discussion and Microscopy Videos; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=no_match; otter_candidates=0
aosrd-webinars-014-OOyPAmbcz0U,AOSRD_Clearfield,aosrd_webinars_youtube,Video – 19 May 2026,video 19 may 2026,aosrd-webinars-014-OOyPAmbcz0U,possible,SiB7Ifahh4_dfJVERQgP60auXjw;H1Iomsee4ZUONKKezPDcMBYCvQ0;noIHLP-haQRngsIwy5mlPxVj6SM,2026-05-19;2026-06-30;2026-02-18,Research/lectures/clearfield-webinar-2026-05-19;Research/lectures/clearfield-webinar-2026-06-30;Research/lectures/clearfield-webinar-2026-02-18,present_local,https://aosrd.org/webinars/,,,OOyPAmbcz0U,https://youtu.be/OOyPAmbcz0U,available_external,A Case Study: Lady P. 10 years old with Multiple Autoimmune Issues,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=3; local=otter_transcript_local
aosrd-webinars-015-vngXuAjbS-4,AOSRD_Clearfield,aosrd_webinars_youtube,The Direct Primary Care Practice Model-How to Do It with Stefan Hartmann – Video – 12 May 2026,the direct primary care practice model how to do it with stefan hartmann video 12 may 2026,aosrd-webinars-015-vngXuAjbS-4,strong,7f1TOn8POnM4I7k7Kv04F-ZbcYA;P7cEH8dwjVWTUDcsolAayRGqqp4,2026-05-12;2024-10-29,Research/lectures/clearfield-webinar-2026-05-12;Research/lectures/clearfield-webinar-2024-10-29,present_local,https://aosrd.org/webinars/,,,vngXuAjbS-4,https://youtu.be/vngXuAjbS-4,available_external,The Direct Primary Care Practice Model-How to Do It with Stefan Hartmann,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,existing_session_representation,yes,no_new_source_indicated,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=strong; otter_candidates=2; local=otter_transcript_local
aosrd-webinars-016-VbIvp2bY8xs,AOSRD_Clearfield,aosrd_webinars_youtube,What If Aging is the Real Disease with Dr Bill Andrews and Sonny Ngyuen – Video – 6 May 2026,what if aging is the real disease with dr bill andrews and sonny ngyuen video 6 may 2026,aosrd-webinars-016-VbIvp2bY8xs,possible,l416W8yP4i7dv3Jhd5H2F74zMnU;ajVChHpkQS72kcrtN9J03lwNFZ0,2026-01-21;2026-04-28,Research/lectures/clearfield-webinar-2026-01-21;Research/lectures/clearfield-webinar-2026-04-28,present_local,https://aosrd.org/webinars/,,,VbIvp2bY8xs,https://youtu.be/VbIvp2bY8xs,available_external,What If Aging is the Real Disease with Dr Bill Andrews and Sonny Ngyuen,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=2; local=otter_transcript_local
aosrd-webinars-017-1h0pTWQFHGQ,AOSRD_Clearfield,aosrd_webinars_youtube,The Coimbra Protocol-High Dose Vitamin D for Autoimmune Disease Relief – Video – 6 May 2026,the coimbra protocol high dose vitamin d for autoimmune disease relief video 6 may 2026,aosrd-webinars-017-1h0pTWQFHGQ,possible,dBggaNSwAGYqDBG1O_hdE5Zo1CY,2025-12-03,Research/lectures/clearfield-webinar-2025-12-03,present_local,https://aosrd.org/webinars/,,,1h0pTWQFHGQ,https://youtu.be/1h0pTWQFHGQ,available_external,The Coimbra Protocol-High Dose Vitamin D for Autoimmune Disease Relief,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-018-239fPv2g6VI,AOSRD_Clearfield,aosrd_webinars_youtube,Estrogen-Devil or Angel​ – Video – 8 Apr 2026,estrogen devil or angel video 8 apr 2026,aosrd-webinars-018-239fPv2g6VI,no_match,,,,present_local,https://aosrd.org/webinars/,,,239fPv2g6VI,https://youtu.be/239fPv2g6VI,available_external,Estrogen-Devil or Angel,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,potentially_new_session,no,potentially_new_session,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=no_match; otter_candidates=0
aosrd-webinars-019-D_j_SYnDRBM,AOSRD_Clearfield,aosrd_webinars_youtube,The Multifocal Cardiogram-Artifical Intelligence Meets the EKG with Dr. Sam Fillingane​ – Video – March 2026,the multifocal cardiogram artifical intelligence meets the ekg with dr sam fillingane video march 2026,aosrd-webinars-019-D_j_SYnDRBM,possible,iFe-Jl__wpKT9UKu7NZMWLiMJ5w,2026-03-31,Research/lectures/clearfield-webinar-2026-03-31,present_local,https://aosrd.org/webinars/,,,D_j_SYnDRBM,https://youtu.be/D_j_SYnDRBM,available_external,The Multifocal Cardiogram-Artifical Intelligence Meets the EKG with Dr. Sam Fillingane,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-020-IHGfQHUyCaY,AOSRD_Clearfield,aosrd_webinars_youtube,Battlefield Acupuncture with Dr Bill Clearfield​ – Video – March 2026,battlefield acupuncture with dr bill clearfield video march 2026,aosrd-webinars-020-IHGfQHUyCaY,possible,MgYpfjiYtlaKaW_z2gwloZSPQ5o,2026-01-28,Research/lectures/clearfield-webinar-2026-01-28,present_local,https://aosrd.org/webinars/,,,IHGfQHUyCaY,https://youtu.be/IHGfQHUyCaY,available_external,Battlefield Acupuncture with Dr Bill Clearfield,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-021-aGltKy2mBBo,AOSRD_Clearfield,aosrd_webinars_youtube,"Frequency, Sound and Autonomic Regulation with Margarita Xistris​ – Video – 3 March 2026",frequency sound and autonomic regulation with margarita xistris video 3 march 2026,aosrd-webinars-021-aGltKy2mBBo,strong,RaBBFKZC2Aa5zl5VmBwF_n4Zwk8,2026-03-04,Research/lectures/clearfield-webinar-2026-03-04,present_local,https://aosrd.org/webinars/,,,aGltKy2mBBo,https://youtu.be/aGltKy2mBBo,available_external,"Frequency, Sound and Autonomic Regulation with Margarita Xistris",,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,existing_session_representation,yes,no_new_source_indicated,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=strong; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-022-Qnnc8l-_VKI,AOSRD_Clearfield,aosrd_webinars_youtube,"Sunshine, Light and Why EMF Protection is More than Skin Deep with Dan Stachofsky​ – Video – 25 March 2026",sunshine light and why emf protection is more than skin deep with dan stachofsky video 25 march 2026,aosrd-webinars-022-Qnnc8l-_VKI,no_match,,,,present_local,https://aosrd.org/webinars/,,,Qnnc8l-_VKI,https://youtu.be/Qnnc8l-_VKI,available_external,"Sunshine, Light and Why EMF Protection is More than Skin Deep with Dan Stachofsky​",,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,potentially_new_session,no,potentially_new_session,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=no_match; otter_candidates=0
aosrd-webinars-023-Tirv1WnOCRY,AOSRD_Clearfield,aosrd_webinars_youtube,The End of Medicine with Dr. Paul Clayton – Video – 12 March 2026,the end of medicine with dr paul clayton video 12 march 2026,aosrd-webinars-023-Tirv1WnOCRY,strong,Se28ZvfBuNMYHNmwQG9ua7gbTWk,2026-03-10,Research/lectures/clearfield-webinar-2026-03-10,present_local,https://aosrd.org/webinars/,,,Tirv1WnOCRY,https://youtu.be/Tirv1WnOCRY,available_external,The End of Medicine with Dr. Paul Clayton,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,existing_session_representation,yes,no_new_source_indicated,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=strong; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-024-tG56hy020G8,AOSRD_Clearfield,aosrd_webinars_youtube,A Tale of Two Syndromes-PCOS and Hashimoto’s Thyroidits with Dr. Victor Klausner and Bill Clearfield – Video – 3 March 2026,a tale of two syndromes pcos and hashimoto s thyroidits with dr victor klausner and bill clearfield video 3 march 2026,aosrd-webinars-024-tG56hy020G8,possible,eEDmdeOTNokKYKUadQuO_9gDjuo,2026-02-25,Research/lectures/clearfield-webinar-2026-02-25,present_local,https://aosrd.org/webinars/,,,tG56hy020G8,https://youtu.be/tG56hy020G8,available_external,A Tale of Two Syndromes-PCOS and Hashimoto's Thyroidits with Dr. Victor Klausner and Bill Clearfield,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-025-FFLoos87gRA,AOSRD_Clearfield,aosrd_webinars_youtube,Stress Dominance-Why Hormone Dysregulation Begins Before Labs Go Abnormal with Dr. Eldred Taylor – Video – 18-Feb-2026,stress dominance why hormone dysregulation begins before labs go abnormal with dr eldred taylor video 18 feb 2026,aosrd-webinars-025-FFLoos87gRA,strong,noIHLP-haQRngsIwy5mlPxVj6SM,2026-02-18,Research/lectures/clearfield-webinar-2026-02-18,present_local,https://aosrd.org/webinars/,,,FFLoos87gRA,https://youtu.be/FFLoos87gRA,available_external,Stress Dominance-Why Hormone Dysregulation Begins Before Labs Go Abnormal with Dr. Eldred Taylor,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,existing_session_representation,yes,no_new_source_indicated,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=strong; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-026-v3cUiPMVJnw,AOSRD_Clearfield,aosrd_webinars_youtube,Ketamine for Treatment Resistant Depression with Dr. Erwin Boco – Video – 11-Feb-2026,ketamine for treatment resistant depression with dr erwin boco video 11 feb 2026,aosrd-webinars-026-v3cUiPMVJnw,strong,Z9n_3HuDLHeLCNsCxD97Y679BQA,2026-02-11,Research/lectures/clearfield-webinar-2026-02-11,present_local,https://aosrd.org/webinars/,,,v3cUiPMVJnw,https://youtu.be/v3cUiPMVJnw,available_external,Ketamine for Treatment Resistant Depression with Dr. Erwin Boco,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,existing_session_representation,yes,no_new_source_indicated,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=strong; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-027-ukSSwKzur48,AOSRD_Clearfield,aosrd_webinars_youtube,Mitochondrial Therapeutics for Enhancing Healthspan with Dr. Siobhan Mitchell – Video – 04-Feb-2026,mitochondrial therapeutics for enhancing healthspan with dr siobhan mitchell video 04 feb 2026,aosrd-webinars-027-ukSSwKzur48,strong,GMgbZhdKVzi_Uu9bXvypJxkwwKM,2026-02-04,Research/lectures/clearfield-webinar-2026-02-04,present_local,https://aosrd.org/webinars/,,,ukSSwKzur48,https://youtu.be/ukSSwKzur48,available_external,Mitochondrial Therapeutics for Enhancing Healthspan with Dr. Siobhan Mitchell,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,existing_session_representation,yes,no_new_source_indicated,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=strong; otter_candidates=1; local=otter_transcript_local
aosrd-webinars-028-IEiWWFt1dUg,AOSRD_Clearfield,aosrd_webinars_youtube,"The What, Why, How and How-Not of Aging with Dr. Bill Andrews – Video – 21-Jan-2026",the what why how and how not of aging with dr bill andrews video 21 jan 2026,aosrd-webinars-028-IEiWWFt1dUg,strong,l416W8yP4i7dv3Jhd5H2F74zMnU;ajVChHpkQS72kcrtN9J03lwNFZ0,2026-01-21;2026-04-28,Research/lectures/clearfield-webinar-2026-01-21;Research/lectures/clearfield-webinar-2026-04-28,present_local,https://aosrd.org/webinars/,,,IEiWWFt1dUg,https://youtu.be/IEiWWFt1dUg,available_external,"The What, Why, How and How-Not of Aging with Dr. Bill Andrews",,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,existing_session_representation,yes,no_new_source_indicated,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=strong; otter_candidates=2; local=otter_transcript_local
aosrd-webinars-029-no_id,AOSRD_Clearfield,aosrd_webinars_vimeo,Cannabis for Dementia with Dr Dustin Sulak – Video – 13-Jan-2026,cannabis for dementia with dr dustin sulak video 13 jan 2026,aosrd-webinars-029-no_id,,,,,present_local,https://aosrd.org/webinars/,,,,,,,,,,,https://vimeo.com/1154258466,available_external,not_checked,,,,AOSRD webpage; Vimeo video,unclear,no,unclear,none_identified,vimeo_page_reachable; captions_not_verified
aosrd-webinars-030-STzYdlwj7lI,AOSRD_Clearfield,aosrd_webinars_youtube,Osteoporosis Testing for Assessing Fracture Risk with Dr. John Neustadt – Video – 01-Jan-2026,osteoporosis testing for assessing fracture risk with dr john neustadt video 01 jan 2026,aosrd-webinars-030-STzYdlwj7lI,possible,GH57wayNAp6iLAYz_3IRSsC5few;y59a2fEx8UgOiThJHr1w-HcQc1U,2026-01-07;2024-08-20,Research/lectures/clearfield-webinar-2026-01-07;Research/lectures/clearfield-webinar-2024-08-20,present_local,https://aosrd.org/webinars/,,,STzYdlwj7lI,https://youtu.be/STzYdlwj7lI,available_external,Osteoporosis Testing for Assessing Fracture Risk with Dr. John Neustadt,,,not_checked,not_checked,,,,,,,AOSRD webpage; YouTube video,possible_existing_session_representation,yes,unclear,not_checked,oembed_author=Clearfield Medical Group; timedtext_list_empty; youtube_player_login_wall_prevents_caption_metadata; published_date/duration not_checked (YouTube player metadata blocked); pass1_match_class_frozen=possible; otter_candidates=2; local=otter_transcript_local
