erc_id,catalog_record_id,pass4_row_id,pass4_row_ids,primary_representation_ref,primary_representation_type,primary_representation_url,alternate_representation_refs,uncertainty_class,evidence_question,evidence_purpose,pass1_match_class_frozen,candidate_session_refs,candidate_multiplicity,temporal_relation,local_representation_state,external_availability_state,access_state,authorization_state,next_evidence_action,action_cost_class,why_this_action,decision,decision_reason,authorized_to_establish,residual_uncertainty,human_authorization_record,notes
erc-4.5-pdf-011-aosrd-webinars-156-rNvF48yMEag,aosrd-webinars-156-rNvF48yMEag,aosrd-webinars-156-rNvF48yMEag::AOSRD_PDF,aosrd-webinars-156-rNvF48yMEag::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/how-to-choose-the-best-stem-cell-sources-for-your-practice-with-dr-joy-kong/,AOSRD_PDF,https://aosrd.org/how-to-choose-the-best-stem-cell-sources-for-your-practice-with-dr-joy-kong/,YouTube_video|https://youtu.be/rNvF48yMEag|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “How to Choose the Best Stem Cell Sources for Your Practice with Dr. Joy Kong – Oct 3, 2023 (Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-012-aosrd-webinars-158-BcMb7ZimIEo,aosrd-webinars-158-BcMb7ZimIEo,aosrd-webinars-158-BcMb7ZimIEo::AOSRD_PDF,aosrd-webinars-158-BcMb7ZimIEo::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/ivermectin-feeds-bifidobactedium-to-boost-immunity/,AOSRD_PDF,https://aosrd.org/ivermectin-feeds-bifidobactedium-to-boost-immunity/,YouTube_video|https://youtu.be/BcMb7ZimIEo|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Ivermectin Feeds Bifidobacterium to Boost Immumity with Dr. Salaheldin Halasa – Sept 19, 2023 (Video)” belong to Pass-1 possible Otter candidate(s) [b2H7gyjRNmbN0l62XtCzeLPovDE, xg4V_A-L8_Ob1jKGBewDTtKzOWg], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,b2H7gyjRNmbN0l62XtCzeLPovDE;xg4V_A-L8_Ob1jKGBewDTtKzOWg,2,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; candidate_multiplicity=2; preserve all candidates; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-013-aosrd-webinars-159-5DmzZRupogw,aosrd-webinars-159-5DmzZRupogw,aosrd-webinars-159-5DmzZRupogw::AOSRD_PDF,aosrd-webinars-159-5DmzZRupogw::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/unlocking-the-power-of-the-mind-body-connection-with-dr-emmett-miller/,AOSRD_PDF,https://aosrd.org/unlocking-the-power-of-the-mind-body-connection-with-dr-emmett-miller/,YouTube_video|https://youtu.be/5DmzZRupogw|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “Unlocking the Power of the Mind-Body Connection with Dr. Emmett Miller – Sept 12, 2023 (Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-014-aosrd-webinars-163--JGUhnhLGrQ,aosrd-webinars-163--JGUhnhLGrQ,aosrd-webinars-163--JGUhnhLGrQ::AOSRD_PDF,aosrd-webinars-163--JGUhnhLGrQ::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/nutritional-excellence-the-kohana-approach-to-optimal-health-with-dr-rober-quinn/,AOSRD_PDF,https://aosrd.org/nutritional-excellence-the-kohana-approach-to-optimal-health-with-dr-rober-quinn/,YouTube_video|https://youtu.be/-JGUhnhLGrQ|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Nutritional Excellence-The Kohana Approach to Optimal Health with Dr Rober Quinn – Aug 15, 2023 (Video)” belong to Pass-1 possible Otter candidate(s) [CQdkPoyCm_xx7nnZ2b80AClK8TM], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,CQdkPoyCm_xx7nnZ2b80AClK8TM,1,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-015-aosrd-webinars-166-RM39JRpthTg,aosrd-webinars-166-RM39JRpthTg,aosrd-webinars-166-RM39JRpthTg::AOSRD_PDF,aosrd-webinars-166-RM39JRpthTg::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/wp-content/uploads/2023/07/Pharmacology-of-Emerging-Therapies-in-Chronic-Disease-Management-2023.pdf,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2023/07/Pharmacology-of-Emerging-Therapies-in-Chronic-Disease-Management-2023.pdf,YouTube_video|https://youtu.be/RM39JRpthTg|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “Pharmacology of Key Emerging Therapies in Chronic DIseases with Dr Mike Boehmer – July 25, 2023 (Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-016-aosrd-webinars-169-xIY-4j04zh0,aosrd-webinars-169-xIY-4j04zh0,aosrd-webinars-169-xIY-4j04zh0::AOSRD_PDF,aosrd-webinars-169-xIY-4j04zh0::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/live-healthier-better-and-longer-with-hydrogen-by-bob-settineri/,AOSRD_PDF,https://aosrd.org/live-healthier-better-and-longer-with-hydrogen-by-bob-settineri/,YouTube_video|https://youtu.be/xIY-4j04zh0|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “Live Healthier, Better and Longer with Hydrogen by Bob Settineri – July 11, 2023 (Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-017-aosrd-webinars-170-hj4CXKqCtkg,aosrd-webinars-170-hj4CXKqCtkg,aosrd-webinars-170-hj4CXKqCtkg::AOSRD_PDF,aosrd-webinars-170-hj4CXKqCtkg::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/the-incretin-hormones-and-the-new-face-of-weight-loss-with-dr-william-clearfield/,AOSRD_PDF,https://aosrd.org/the-incretin-hormones-and-the-new-face-of-weight-loss-with-dr-william-clearfield/,YouTube_video|https://youtu.be/hj4CXKqCtkg|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “The Incretin Hormones and the New Face of Weight Loss with Dr. William Clearfield – June 28, 2023 (Video)” belong to Pass-1 possible Otter candidate(s) [5HPCyqwQxi9QD1of8g-CPHrnFcc], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,5HPCyqwQxi9QD1of8g-CPHrnFcc,1,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-018-aosrd-webinars-171-wSFbd7D8Lpw,aosrd-webinars-171-wSFbd7D8Lpw,aosrd-webinars-171-wSFbd7D8Lpw::AOSRD_PDF,aosrd-webinars-171-wSFbd7D8Lpw::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/integrative-imunity-part-2-dr-benoit-tano/,AOSRD_PDF,https://aosrd.org/integrative-imunity-part-2-dr-benoit-tano/,YouTube_video|https://youtu.be/wSFbd7D8Lpw|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Integrative Imunity-Part 2 Dr. Benoit Tano – June 27, 2023 (Video)” belong to Pass-1 possible Otter candidate(s) [81vgkJ55QnsvesXbnyxCMQPr6Rc, wcHy9pPXoWy5S62-GJbpasQtw2o, vn-MouyIRCM7VjShKYhDQr6Mc3U, JAhRYbDDwDsC4em3dazDKyDw4gM, TNvBcRwwSnrkWGe2_L3i3lGvYYk], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,variant_derivative,81vgkJ55QnsvesXbnyxCMQPr6Rc;wcHy9pPXoWy5S62-GJbpasQtw2o;vn-MouyIRCM7VjShKYhDQr6Mc3U;JAhRYbDDwDsC4em3dazDKyDw4gM;TNvBcRwwSnrkWGe2_L3i3lGvYYk,5,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; candidate_multiplicity=5; preserve all candidates; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-019-aosrd-webinars-172-aPPCKg2l-eQ,aosrd-webinars-172-aPPCKg2l-eQ,aosrd-webinars-172-aPPCKg2l-eQ::AOSRD_PDF,aosrd-webinars-172-aPPCKg2l-eQ::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/everything-you-ever-wanted-to-peptides-with-dr-jay-campbell/,AOSRD_PDF,https://aosrd.org/everything-you-ever-wanted-to-peptides-with-dr-jay-campbell/,YouTube_video|https://youtu.be/aPPCKg2l-eQ|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Introduction to Peptides with Dr. Jay Campbell – June 20, 2023 (Video)” belong to Pass-1 possible Otter candidate(s) [t9O9J5vUpWGkKXi-5TqxgKudSvY], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,t9O9J5vUpWGkKXi-5TqxgKudSvY,1,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-020-aosrd-webinars-173-yAA5qJFYPgg,aosrd-webinars-173-yAA5qJFYPgg,aosrd-webinars-173-yAA5qJFYPgg::AOSRD_PDF,aosrd-webinars-173-yAA5qJFYPgg::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/the-importance-of-polysacchari-unction-with-dr-john-e-lewis/,AOSRD_PDF,https://aosrd.org/the-importance-of-polysacchari-unction-with-dr-john-e-lewis/,YouTube_video|https://youtu.be/yAA5qJFYPgg|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “The Importance of Polysaccharides for Brain Health and Immune Function with Dr. John E. Lewis – June 13, 2023 (Video)” belong to Pass-1 possible Otter candidate(s) [y59a2fEx8UgOiThJHr1w-HcQc1U], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,y59a2fEx8UgOiThJHr1w-HcQc1U,1,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-021-aosrd-webinars-174-LcK7emnFeVk,aosrd-webinars-174-LcK7emnFeVk,aosrd-webinars-174-LcK7emnFeVk::AOSRD_PDF,aosrd-webinars-174-LcK7emnFeVk::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/clinical-applications-of-amlexonax/,AOSRD_PDF,https://aosrd.org/clinical-applications-of-amlexonax/,YouTube_video|https://youtu.be/LcK7emnFeVk|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “Clinical applications of Amlexonax – June 6, 2023 (Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-022-aosrd-webinars-175-wTPrdOyALx0,aosrd-webinars-175-wTPrdOyALx0,aosrd-webinars-175-wTPrdOyALx0::AOSRD_PDF,aosrd-webinars-175-wTPrdOyALx0::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/ehlers-danlos-syndrome-treated-with-frequency-specific-microcurrant-by-dr-carol-mcmakin/,AOSRD_PDF,https://aosrd.org/ehlers-danlos-syndrome-treated-with-frequency-specific-microcurrant-by-dr-carol-mcmakin/,YouTube_video|https://youtu.be/wTPrdOyALx0|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Ehlers Danlos Syndrome Treated with Frequency Specific Microcurrant by Dr. Carol McMakin – May 30, 2023 (Video)” belong to Pass-1 possible Otter candidate(s) [vZKE66zexBS6KPliMMq0glRxefk], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,vZKE66zexBS6KPliMMq0glRxefk,1,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-023-aosrd-webinars-178-D7o1Fdgy42o,aosrd-webinars-178-D7o1Fdgy42o,aosrd-webinars-178-D7o1Fdgy42o::AOSRD_PDF,aosrd-webinars-178-D7o1Fdgy42o::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/cannabis-101-with-dr-kent-crowley/,AOSRD_PDF,https://aosrd.org/cannabis-101-with-dr-kent-crowley/,YouTube_video|https://youtu.be/D7o1Fdgy42o|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Cannabis 101 with Dr. Kent Crowley – May 9, 2023 (Video)” belong to Pass-1 possible Otter candidate(s) [KPtFIYDuvg1p0CbfNkYIuOVkwIE], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,KPtFIYDuvg1p0CbfNkYIuOVkwIE,1,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-024-aosrd-webinars-179-9suZ_6zVHEM,aosrd-webinars-179-9suZ_6zVHEM,aosrd-webinars-179-9suZ_6zVHEM::AOSRD_PDF,aosrd-webinars-179-9suZ_6zVHEM::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/methylene-blue-with-dr-bill-clearfield/,AOSRD_PDF,https://aosrd.org/methylene-blue-with-dr-bill-clearfield/,YouTube_video|https://youtu.be/9suZ_6zVHEM|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Methylene Blue with Dr. Bill Clearfield – May 8, 2023 (Video)” belong to Pass-1 possible Otter candidate(s) [wcHy9pPXoWy5S62-GJbpasQtw2o, JAhRYbDDwDsC4em3dazDKyDw4gM], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,wcHy9pPXoWy5S62-GJbpasQtw2o;JAhRYbDDwDsC4em3dazDKyDw4gM,2,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; candidate_multiplicity=2; preserve all candidates; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-025-aosrd-webinars-180-XS22Ub34U-o,aosrd-webinars-180-XS22Ub34U-o,aosrd-webinars-180-XS22Ub34U-o::AOSRD_PDF,aosrd-webinars-180-XS22Ub34U-o::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/autism-with-dr-jenny-blanchard-stone/,AOSRD_PDF,https://aosrd.org/autism-with-dr-jenny-blanchard-stone/,YouTube_video|https://youtu.be/XS22Ub34U-o|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “Autism with Dr. Jenny Blanchard Stone – April 25, 2023 (Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-026-aosrd-webinars-182-FsuYMzPyjWE,aosrd-webinars-182-FsuYMzPyjWE,aosrd-webinars-182-FsuYMzPyjWE::AOSRD_PDF,aosrd-webinars-182-FsuYMzPyjWE::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/the-new-face-of-weight-loss-with-dr-bill-clearfield/,AOSRD_PDF,https://aosrd.org/the-new-face-of-weight-loss-with-dr-bill-clearfield/,YouTube_video|https://youtu.be/FsuYMzPyjWE|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “The New Face of Weight Loss with Dr. Bill Clearfield – April 11, 2023 (Video)” belong to Pass-1 possible Otter candidate(s) [5HPCyqwQxi9QD1of8g-CPHrnFcc], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,5HPCyqwQxi9QD1of8g-CPHrnFcc,1,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-027-aosrd-webinars-183-CW3op9BkNI8,aosrd-webinars-183-CW3op9BkNI8,aosrd-webinars-183-CW3op9BkNI8::AOSRD_PDF,aosrd-webinars-183-CW3op9BkNI8::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/behind-the-scenes-thyroid-mechanisms-with-dr-brad-watts/,AOSRD_PDF,https://aosrd.org/behind-the-scenes-thyroid-mechanisms-with-dr-brad-watts/,YouTube_video|https://youtu.be/CW3op9BkNI8|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “Behind the Scenes Thyroid Mechanisms with Dr. Brad Watts – April 4, 2023 (Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-028-aosrd-webinars-184-4nZN4zvp_Uk,aosrd-webinars-184-4nZN4zvp_Uk,aosrd-webinars-184-4nZN4zvp_Uk::AOSRD_PDF,aosrd-webinars-184-4nZN4zvp_Uk::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/bioregulatory-medicine-applied-to-fur-babies-with-dr-marlene-siegel/,AOSRD_PDF,https://aosrd.org/bioregulatory-medicine-applied-to-fur-babies-with-dr-marlene-siegel/,YouTube_video|https://youtu.be/4nZN4zvp_Uk|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “Bioregulatory Medicine Applied to Fur Babies with Dr. Marlene Siegel – March 21, 2023 (Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-029-aosrd-webinars-185-AZvxTJWqeBA,aosrd-webinars-185-AZvxTJWqeBA,aosrd-webinars-185-AZvxTJWqeBA::AOSRD_PDF,aosrd-webinars-185-AZvxTJWqeBA::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/glutathione-update-with-dr-nayan-patel/,AOSRD_PDF,https://aosrd.org/glutathione-update-with-dr-nayan-patel/,YouTube_video|https://youtu.be/AZvxTJWqeBA|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Glutathione Update with Dr. Nayan Patel – March 14, 2023 (Video)” belong to Pass-1 possible Otter candidate(s) [JAhRYbDDwDsC4em3dazDKyDw4gM], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,JAhRYbDDwDsC4em3dazDKyDw4gM,1,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
